<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FPT,20130107,9.4031,9.4811,9.3512,9.4032,204570
FPT,20130104,9.2733,9.4552,9.2474,9.4551,278020
FPT,20130103,9.4551,9.5071,9.1694,9.3253,366960
FPT,20130102,9.1694,9.5071,9.1694,9.4551,380320
FPT,20121228,9.2214,9.2214,9.1175,9.1434,152500
FPT,20121227,8.9616,9.2992,8.9616,9.2214,346980
FPT,20121226,8.5979,8.9096,8.5719,8.9096,274620
FPT,20121225,8.6499,8.6499,8.5719,8.6239,189040
FPT,20121224,8.4941,8.6499,8.4941,8.6239,156090
FPT,20121221,8.5200,8.5720,8.3901,8.4681,202750
FPT,20121220,8.7019,8.7019,8.5200,8.5200,71260
FPT,20121219,8.5460,8.7538,8.4681,8.6499,151080
FPT,20121218,8.4421,8.5460,8.4161,8.4161,95270
FPT,20121217,8.5720,8.6759,8.5200,8.5460,89860
FPT,20121214,8.5979,8.7018,8.5719,8.5720,61370
FPT,20121213,8.5980,8.6759,8.5460,8.6239,139170
FPT,20121212,8.4421,8.7019,8.4421,8.5720,144700
FPT,20121211,8.4420,8.4940,8.4420,8.4421,41280
FPT,20121210,8.4421,8.4940,8.4161,8.4940,37500
FPT,20121207,8.3901,8.4681,8.3642,8.3901,40580
FPT,20121206,8.4161,8.4940,8.4161,8.4421,66360
FPT,20121205,8.5204,8.6243,8.3905,8.4940,107150
FPT,20121204,8.1095,8.2607,8.0844,8.2606,93650
FPT,20121203,8.2354,8.2354,8.1598,8.1851,54360
FPT,20121130,8.2355,8.2607,8.2103,8.2354,44430
FPT,20121129,8.3110,8.3362,8.2103,8.2103,73740
FPT,20121128,8.4369,8.4369,8.3110,8.3110,44390
FPT,20121127,8.4873,8.5125,8.4117,8.4117,49420
FPT,20121126,8.5629,8.5629,8.4873,8.4873,38540
FPT,20121123,8.5881,8.5881,8.5377,8.5377,31930
FPT,20121122,8.5629,8.5629,8.5125,8.5377,39450
FPT,20121121,8.6384,8.6384,8.5376,8.5377,20910
FPT,20121120,8.4872,8.5880,8.4872,8.5628,22050
FPT,20121119,8.7644,8.7644,8.5629,8.5628,32930
FPT,20121116,8.7895,8.7895,8.6887,8.6888,17580
FPT,20121115,8.8147,8.8147,8.7391,8.7391,45690
FPT,20121114,8.8399,8.8399,8.7643,8.8147,31510
FPT,20121113,8.8399,8.8651,8.7895,8.7895,31120
FPT,20121112,8.6384,8.8650,8.6384,8.8147,99430
FPT,20121109,8.5628,8.5880,8.5124,8.5628,23200
FPT,20121108,8.6132,8.6132,8.5124,8.5628,36430
FPT,20121107,8.5376,8.6132,8.4873,8.5628,44590
FPT,20121106,8.6636,8.6636,8.4370,8.4369,44860
FPT,20121105,8.2102,8.5880,8.1850,8.5377,97960
FPT,20121102,8.6384,8.7140,8.5881,8.5880,96810
FPT,20121101,8.9155,9.0666,8.9155,9.0162,70110
FPT,20121031,9.0414,9.0666,9.0162,9.0162,91490
FPT,20121030,9.0414,9.1169,9.0414,9.0414,94430
FPT,20121029,9.1169,9.1673,9.1169,9.1421,47580
FPT,20121026,9.1925,9.1925,9.1169,9.1673,31920
FPT,20121025,9.1169,9.1925,9.1169,9.1925,61750
FPT,20121024,9.1925,9.2177,9.1925,9.1925,81980
FPT,20121023,9.1925,9.2177,9.1673,9.1925,76660
FPT,20121022,9.2933,9.2933,9.1925,9.1925,57430
FPT,20121019,9.3184,9.3184,9.1672,9.2177,60110
FPT,20121018,9.3436,9.3436,9.2429,9.2428,60410
FPT,20121017,9.3184,9.3940,9.3184,9.3436,26680
FPT,20121016,9.2680,9.3688,9.2680,9.3436,67270
FPT,20121015,9.3184,9.3688,9.2932,9.2932,63990
FPT,20121012,9.4191,9.4695,9.3435,9.3436,45680
FPT,20121011,9.5199,9.5199,9.4191,9.4191,160130
FPT,20121010,9.4444,9.4444,9.3940,9.4443,42760
FPT,20121009,9.3184,9.5702,9.2932,9.3688,143640
FPT,20121008,9.2176,9.3436,9.2176,9.2932,64880
FPT,20121005,9.3184,9.3184,9.2680,9.2680,46100
FPT,20121004,9.2932,9.3436,9.2680,9.2680,93060
FPT,20121003,9.2932,9.3688,9.2932,9.2932,65800
FPT,20121002,9.2932,9.3436,9.2428,9.2932,110610
FPT,20121001,9.4192,9.4695,9.2429,9.2932,74140
FPT,20120928,9.5702,9.6709,9.5198,9.5451,94180
FPT,20120927,9.3940,9.7717,9.3436,9.5702,254170
FPT,20120926,9.2681,9.3436,9.1925,9.3184,129510
FPT,20120925,9.2681,9.2681,9.1925,9.2177,126430
FPT,20120924,9.2680,9.2680,9.1924,9.2177,104050
FPT,20120921,9.2932,9.3687,9.2428,9.2680,49890
FPT,20120920,9.2680,9.3687,9.1924,9.2428,138350
FPT,20120919,9.2429,9.4443,9.1673,9.2428,486130
FPT,20120918,9.6710,9.7214,9.5199,9.5199,168920
FPT,20120917,9.7465,9.7717,9.6458,9.7214,98290
FPT,20120914,9.8724,9.8724,9.7465,9.7465,143660
FPT,20120913,9.7969,9.7969,9.6458,9.7465,142710
FPT,20120912,9.6710,9.8725,9.6710,9.7465,55010
FPT,20120911,9.3688,9.7466,9.3688,9.6962,91990
FPT,20120910,9.9228,9.9228,9.5954,9.6710,94970
FPT,20120907,9.9228,9.9480,9.8221,9.8976,105620
FPT,20120906,10.0740,10.1999,9.8473,9.9228,146150
FPT,20120905,10.5273,10.5525,10.1999,10.1999,172150
FPT,20120904,10.5524,10.6028,10.2250,10.5273,196570
FPT,20120831,9.6206,10.0991,9.5954,10.0991,490150
FPT,20120830,9.6206,9.6962,9.5702,9.6206,556380
FPT,20120829,9.8221,9.8221,9.5702,9.6206,516890
FPT,20120828,9.8725,10.0740,9.5451,9.5954,387150
FPT,20120827,10.6032,10.6032,9.8476,9.8473,327330
FPT,20120824,9.8349,10.5725,9.8103,10.3513,166690
FPT,20120823,10.8184,10.8184,10.2775,10.2775,306220
FPT,20120822,10.8184,11.0643,10.7692,10.8184,175470
FPT,20120821,11.3102,11.3102,10.7939,10.8184,424710
FPT,20120820,11.3102,11.3594,11.1873,11.3348,87130
FPT,20120817,11.0643,11.3102,11.0643,11.1873,219300
FPT,20120816,11.4086,11.5069,11.2610,11.2610,324050
FPT,20120815,11.3348,11.4086,11.3102,11.3348,398780
FPT,20120814,11.2610,11.5314,11.2610,11.3840,223310
FPT,20120813,11.5806,11.5806,11.2856,11.4331,155720
FPT,20120810,11.5807,11.5807,11.2610,11.2610,461230
FPT,20120809,11.5807,11.6299,11.4578,11.5315,324860
FPT,20120808,11.5806,11.6052,11.5560,11.5807,71270
FPT,20120807,11.5806,11.6298,11.5560,11.6052,144950
FPT,20120806,11.5560,11.6790,11.5560,11.6052,148440
FPT,20120803,11.5560,11.6298,11.5560,11.6298,159240
FPT,20120802,11.5560,11.7035,11.5560,11.6052,89910
FPT,20120801,11.6298,11.6790,11.5807,11.6052,134550
FPT,20120731,11.6791,11.8020,11.6791,11.7036,142000
FPT,20120730,11.8019,12.0478,11.8019,11.9741,188880
FPT,20120727,11.8511,11.8511,11.7528,11.8019,116650
FPT,20120726,11.6052,11.7528,11.6052,11.7528,88280
FPT,20120725,12.0478,12.0478,11.6790,11.6790,178060
FPT,20120724,11.5807,12.1462,11.5807,12.0970,297120
FPT,20120723,11.5807,11.5807,11.5315,11.5807,61190
FPT,20120720,11.7281,11.7773,11.5806,11.5807,83160
FPT,20120719,11.5561,11.6053,11.5069,11.6052,62810
FPT,20120718,11.6544,11.6544,11.5560,11.5807,54300
FPT,20120717,11.6052,11.6298,11.5560,11.6298,38870
FPT,20120716,11.8757,11.8757,11.6053,11.6298,23050
FPT,20120713,11.6053,11.8020,11.5561,11.7528,30930
FPT,20120712,11.5561,11.5807,11.5561,11.5807,20870
FPT,20120711,11.5561,11.5807,11.5069,11.5807,40600
FPT,20120710,11.5561,11.6053,11.5561,11.5561,27540
FPT,20120709,11.4331,11.6790,11.4331,11.5807,14410
FPT,20120706,11.7528,11.7528,11.6790,11.6790,26770
FPT,20120705,11.6790,11.7035,11.6052,11.6790,35790
FPT,20120704,11.6790,11.6790,11.5561,11.6052,18440
FPT,20120703,11.7528,11.7528,11.5561,11.5561,12120
FPT,20120702,11.7282,11.9003,11.5561,11.5807,131390
FPT,20120629,11.6790,11.7774,11.5807,11.5807,4970
FPT,20120628,11.5807,11.9741,11.5807,11.5807,36470
FPT,20120627,12.0478,12.0478,11.9495,11.9495,73780
FPT,20120626,11.9495,11.9986,11.9495,11.9495,31110
FPT,20120625,12.0232,12.1216,12.0232,12.0478,42840
FPT,20120622,12.0724,12.0970,12.0478,12.0478,67350
FPT,20120621,12.0970,12.1216,12.0478,12.0970,50360
FPT,20120620,12.1707,12.1707,12.0724,12.1216,89720
FPT,20120619,12.0478,12.0970,12.0232,12.0724,103760
FPT,20120618,12.1953,12.1953,12.0232,12.0724,34490
FPT,20120615,12.0232,12.0724,11.9986,12.0232,108970
FPT,20120614,12.0970,12.0970,11.9740,11.9986,70750
FPT,20120613,12.0970,12.0970,12.0232,12.0478,71920
FPT,20120612,12.0724,12.0970,12.0232,12.0478,85420
FPT,20120611,12.1461,12.1461,11.9740,12.0724,41690
FPT,20120608,12.1708,12.2937,12.0478,12.0478,82110
FPT,20120607,12.1954,12.1954,12.1216,12.1216,32200
FPT,20120606,12.1461,12.1461,12.0232,12.1216,53290
FPT,20120605,11.9740,12.0724,11.9740,12.0478,146830
FPT,20120604,12.1216,12.1216,12.0478,12.0478,99040
FPT,20120601,12.1462,12.1708,12.1216,12.1216,38050
FPT,20120531,12.1215,12.1707,12.1215,12.1462,140030
FPT,20120530,12.2936,12.2936,12.1215,12.1953,65430
FPT,20120529,12.1707,12.1953,12.0970,12.1707,64910
FPT,20120528,12.1707,12.2936,12.1707,12.1953,124200
FPT,20120525,12.1954,12.1954,12.0478,12.1953,103830
FPT,20120524,11.9986,12.0478,11.9494,11.9495,99980
FPT,20120523,12.1707,12.2445,11.9249,11.9986,127830
FPT,20120522,12.5395,12.5395,12.2199,12.2445,89520
FPT,20120521,12.2937,12.4166,12.0478,12.4166,167520
FPT,20120518,12.2445,12.2445,11.8019,11.9249,264100
FPT,20120517,12.1708,12.2937,12.1708,12.2445,160230
FPT,20120516,12.2690,12.2936,12.1215,12.1216,110580
FPT,20120515,12.7858,12.7858,12.1465,12.1707,350530
FPT,20120514,12.5861,12.6829,12.3925,12.3924,213220
FPT,20120511,12.8765,12.8765,12.4893,12.4893,284390
FPT,20120510,12.8765,12.8765,12.6829,12.6829,290000
FPT,20120509,12.7797,12.8765,12.6829,12.7797,264470
FPT,20120508,12.9733,13.0701,12.7797,12.8765,311770
FPT,20120507,12.8765,12.9733,12.6829,12.9733,284350
FPT,20120504,12.5861,12.8765,12.5861,12.7797,388650
FPT,20120503,12.5861,12.5861,12.3925,12.5861,550510
FPT,20120502,12.0052,12.0052,11.9084,12.0052,425310
FPT,20120427,11.6179,11.7147,11.5211,11.5211,108790
FPT,20120426,11.9083,11.9083,11.5211,11.5211,180500
FPT,20120425,11.9083,11.9083,11.6179,11.7147,79440
FPT,20120424,11.5211,11.6179,11.4243,11.6179,81550
FPT,20120423,11.5211,11.8116,11.3275,11.3275,139090
FPT,20120420,11.6179,11.9084,11.4243,11.4243,240320
FPT,20120419,12.0052,12.1020,11.5211,11.5211,301330
FPT,20120418,12.0052,12.1988,12.0052,12.0052,113720
FPT,20120417,12.1988,12.1988,11.9084,12.1020,118660
FPT,20120416,12.0051,12.1988,11.9083,12.0052,128380
FPT,20120413,12.1988,12.1988,11.8115,11.8115,129430
FPT,20120412,12.1988,12.2956,12.1020,12.1988,181420
FPT,20120411,11.7147,12.1020,11.6179,12.1020,401940
FPT,20120410,11.7147,11.7147,11.5211,11.6179,97870
FPT,20120409,11.7147,11.7147,11.5211,11.6179,86600
FPT,20120406,11.6179,11.6179,11.5211,11.5211,46820
FPT,20120405,11.3274,11.7147,11.2306,11.5211,522960
FPT,20120404,11.2306,11.4242,11.2306,11.2306,229600
FPT,20120403,11.2306,11.3274,11.2306,11.2306,77770
FPT,20120330,11.3274,11.4242,11.1338,11.2306,227480
FPT,20120329,11.2306,11.3274,11.1338,11.2306,188180
FPT,20120328,10.9402,11.2306,10.9402,11.2306,227840
FPT,20120327,11.0370,11.2306,11.0370,11.1338,185140
FPT,20120326,11.2306,11.2306,11.1338,11.2306,112360
FPT,20120323,11.2306,11.2306,11.1338,11.2306,71320
FPT,20120322,11.3275,11.3275,11.1339,11.1338,90050
FPT,20120321,11.3275,11.4243,11.2307,11.3275,145260
FPT,20120320,11.4243,11.4243,11.3275,11.3275,94310
FPT,20120319,11.2307,11.4243,11.1339,11.4243,91380
FPT,20120316,11.4243,11.6179,11.4243,11.4243,287960
FPT,20120315,11.0370,11.4243,11.0370,11.4243,431230
FPT,20120314,11.0370,11.1338,10.9402,11.0370,136140
FPT,20120313,10.9402,11.0370,10.9402,11.0370,103290
FPT,20120312,10.8434,10.9402,10.8434,10.9402,152560
FPT,20120309,10.8434,11.1338,10.8434,10.9402,188640
FPT,20120308,11.0370,11.1338,10.7465,10.9402,319980
FPT,20120307,10.8434,11.1338,10.7466,11.1338,190770
FPT,20120306,11.6179,11.6179,10.8433,10.8434,291610
FPT,20120305,10.8434,11.2307,10.8434,11.2306,427300
FPT,20120302,10.6498,10.7466,10.5530,10.7466,166410
FPT,20120301,10.6498,10.6498,10.5530,10.6498,91140
FPT,20120229,10.5529,10.6497,10.4561,10.6498,152530
FPT,20120228,10.4562,10.6498,10.4562,10.5529,172050
FPT,20120227,10.4561,10.6497,10.4561,10.6498,141080
FPT,20120224,10.7465,10.7465,10.5529,10.5529,147980
FPT,20120223,10.4561,10.6497,10.4561,10.5529,172180
FPT,20120222,10.5529,10.6497,10.4561,10.5529,155470
FPT,20120221,10.4561,10.5529,10.3593,10.4561,328510
FPT,20120220,10.0689,10.4562,10.0689,10.4561,283860
FPT,20120217,9.8752,10.0688,9.8752,10.0689,102740
FPT,20120216,9.7784,10.0688,9.7784,9.9720,94590
FPT,20120215,9.9720,9.9720,9.8752,9.8752,149520
FPT,20120214,9.8752,9.9720,9.7784,9.8752,121790
FPT,20120213,10.0688,10.0688,9.8752,9.8752,113870
FPT,20120210,10.0689,10.0689,9.9721,9.9720,195060
FPT,20120209,9.9720,10.0688,9.8752,10.0689,153780
FPT,20120208,9.8752,9.9720,9.7784,9.9720,168150
FPT,20120207,9.7784,9.8752,9.6816,9.7784,74910
FPT,20120206,9.7784,9.8752,9.6816,9.7784,40770
FPT,20120203,9.8752,9.8752,9.7784,9.7784,182230
FPT,20120202,9.6816,9.8752,9.6816,9.8752,83390
FPT,20120201,9.8752,9.8752,9.6429,9.7784,44510
FPT,20120131,9.6816,9.8752,9.6235,9.6235,41940
FPT,20120130,9.6816,9.6816,9.6235,9.6816,32540
FPT,20120120,9.6622,9.6622,9.5848,9.6235,71050
FPT,20120119,9.7784,9.7784,9.5848,9.6235,87760
FPT,20120118,9.7784,9.7784,9.5848,9.5848,50280
FPT,20120117,9.7784,9.8752,9.5848,9.5848,74440
FPT,20120116,9.6816,9.9720,9.6816,9.8752,456650
FPT,20120113,9.4879,9.6816,9.4879,9.6816,152630
FPT,20120112,9.4493,9.5848,9.4493,9.5073,46310
FPT,20120111,9.5848,9.6042,9.4880,9.5848,155570
FPT,20120110,9.3911,9.5847,9.3911,9.5848,200350
FPT,20120109,9.4105,9.4492,9.3330,9.4492,46080
FPT,20120106,9.3912,9.4106,9.3525,9.4105,66090
FPT,20120105,9.3524,9.4686,9.3137,9.3331,64890
FPT,20120104,9.5461,9.5461,9.5073,9.5267,29710
FPT,20120103,9.1975,9.5654,9.1975,9.5267,74810
FPT,20111230,9.6623,9.6623,9.4880,9.6235,163170
FPT,20111229,9.4880,9.5848,9.3331,9.5848,140960
FPT,20111228,9.4492,9.4492,9.3718,9.4299,97800
FPT,20111227,9.4686,9.4686,9.3911,9.4105,139750
FPT,20111226,9.5267,9.5267,9.3912,9.4686,108960
FPT,20111223,9.4105,9.4880,9.4105,9.4880,24820
FPT,20111222,9.5848,9.6235,9.4880,9.5848,195010
FPT,20111221,9.5848,9.6042,9.5461,9.5848,88790
FPT,20111220,9.2944,9.6042,9.2944,9.5848,163100
FPT,20111219,9.4880,9.5848,9.4880,9.5848,134470
FPT,20111216,9.3330,9.5848,9.3330,9.4880,170350
FPT,20111215,9.4105,9.4686,9.3912,9.4105,93070
FPT,20111214,9.5267,9.5654,9.4879,9.4880,215210
FPT,20111213,9.5267,9.6042,9.5267,9.5654,242460
FPT,20111212,9.5267,9.6235,9.5267,9.5848,232810
FPT,20111209,9.7784,9.7784,9.5848,9.5848,73460
FPT,20111208,9.6816,9.7784,9.6429,9.6429,44930
FPT,20111207,9.6816,9.7784,9.6429,9.6816,227000
FPT,20111206,9.7784,9.7784,9.6041,9.6816,285080
FPT,20111205,9.5655,9.6816,9.5461,9.6816,425860
FPT,20111202,9.5267,9.6235,9.5073,9.5461,428220
FPT,20111201,9.3911,9.5267,9.3911,9.5267,146480
FPT,20111130,9.4492,9.5267,9.4492,9.5073,346600
FPT,20111129,9.4879,9.4879,9.4298,9.4492,170570
FPT,20111128,9.4686,9.4880,9.4493,9.4492,139210
FPT,20111125,9.4298,9.5073,9.4298,9.4880,218740
FPT,20111124,9.3524,9.5267,9.3524,9.5073,190630
FPT,20111123,9.3524,9.5073,9.3524,9.5073,293890
FPT,20111122,9.3137,9.4493,9.2944,9.4105,181280
FPT,20111121,9.2750,9.3331,9.2750,9.3331,94000
FPT,20111118,9.3912,9.3912,9.2556,9.3331,73630
FPT,20111117,9.2943,9.3330,9.2362,9.3331,238160
FPT,20111116,9.1588,9.2943,9.1588,9.2943,175510
FPT,20111115,9.2943,9.3137,9.1975,9.1975,273560
FPT,20111114,9.2750,9.3911,9.2750,9.2943,119260
FPT,20111111,9.4298,9.4686,9.4105,9.4105,225640
FPT,20111110,9.4105,9.4492,9.3911,9.4492,172320
FPT,20111109,9.5655,9.5655,9.4493,9.4492,112570
FPT,20111108,9.6429,9.6429,9.4493,9.4880,107750
FPT,20111107,9.6622,9.6816,9.5847,9.6429,302770
FPT,20111104,9.5461,9.6816,9.5461,9.6622,359090
FPT,20111103,9.6235,9.6235,9.4880,9.5461,235790
FPT,20111102,9.5073,9.6622,9.4879,9.6235,310510
FPT,20111101,9.6042,9.6042,9.5073,9.5073,174910
FPT,20111031,9.8752,9.8752,9.5848,9.5848,409820
FPT,20111028,9.4879,9.6815,9.3911,9.6816,295130
FPT,20111027,9.2943,9.4105,9.2943,9.3911,241780
FPT,20111026,9.1975,9.5460,9.1975,9.3911,275300
FPT,20111025,9.3137,9.3330,9.2362,9.2362,242580
FPT,20111024,9.6041,9.6041,9.3524,9.3524,221630
FPT,20111021,9.4105,9.6042,9.3912,9.6041,438200
FPT,20111020,9.3911,9.4686,9.3911,9.4299,185230
FPT,20111019,9.5074,9.5074,9.4299,9.4492,278000
FPT,20111018,9.5074,9.5267,9.4686,9.4880,158590
FPT,20111017,9.5654,9.6235,9.5461,9.5461,305380
FPT,20111014,9.5848,9.6816,9.5848,9.6816,157850
FPT,20111013,9.4105,9.5654,9.4105,9.5654,182530
FPT,20111012,9.4686,9.5073,9.4492,9.4686,223900
FPT,20111011,9.4880,9.5848,9.4686,9.5073,148310
FPT,20111010,9.4105,9.5073,9.4105,9.4880,241020
FPT,20111007,9.6622,9.6622,9.5461,9.5848,334910
FPT,20111006,9.6816,9.7784,9.6041,9.6816,543870
FPT,20111005,9.8752,9.8752,9.6816,9.7784,617080
FPT,20111004,9.6816,9.8752,9.6816,9.8752,183950
FPT,20111003,9.9720,9.9720,9.8752,9.8752,175530
FPT,20110930,9.9720,10.0688,9.8752,9.9720,302940
FPT,20110929,9.9720,10.0688,9.8752,9.9720,171900
FPT,20110928,9.9720,10.0688,9.8752,9.9720,122420
FPT,20110927,9.8752,10.0688,9.8752,9.8752,297060
FPT,20110926,9.7784,9.9683,9.7784,9.7784,293270
FPT,20110923,9.9683,10.0633,9.8734,9.9683,156500
FPT,20110922,10.0633,10.2531,9.9683,10.1582,242400
FPT,20110921,10.1581,10.2531,10.0632,10.1582,521700
FPT,20110920,10.0632,10.3480,10.0632,10.0632,539860
FPT,20110919,9.7784,10.2531,9.7784,10.2531,330060
FPT,20110916,9.7784,10.5379,9.7784,9.7784,1394610
FPT,20110915,10.0633,10.0633,9.8734,10.0632,1158780
FPT,20110914,9.8734,9.8734,9.5886,9.5886,600240
FPT,20110913,10.3481,10.3481,9.9683,9.9683,848190
FPT,20110912,10.2531,10.3481,10.0633,10.1582,255610
FPT,20110909,10.6329,10.6329,10.3481,10.4430,305190
FPT,20110908,10.6328,10.7278,10.5379,10.6329,173880
FPT,20110907,10.6329,10.6329,10.4430,10.5379,214520
FPT,20110906,10.6329,10.6329,10.4430,10.6329,189880
FPT,20110905,10.7278,10.7278,10.5380,10.6329,179960
FPT,20110901,10.6328,10.7278,10.5379,10.6329,242150
FPT,20110831,10.6329,10.6329,10.5380,10.5379,516820
FPT,20110830,10.6328,10.6328,10.5379,10.6329,284400
FPT,20110829,10.6329,10.6329,10.3481,10.5379,113040
FPT,20110826,10.4429,10.4429,10.3480,10.4430,140950
FPT,20110825,10.5379,10.5379,10.2531,10.3480,94480
FPT,20110824,10.3480,10.4429,10.2531,10.3480,166310
FPT,20110823,10.2531,10.4429,10.2531,10.3480,170910
FPT,20110822,10.2531,10.4430,10.2531,10.3480,161650
FPT,20110819,10.5379,10.5379,10.2531,10.2531,65190
FPT,20110818,10.6328,10.6328,10.3480,10.4430,81300
FPT,20110817,10.3480,10.3480,10.2531,10.3480,127240
FPT,20110816,10.1582,10.3480,10.1582,10.2531,94410
FPT,20110815,10.2531,10.2531,10.0632,10.2531,206230
FPT,20110812,10.2531,10.2531,10.1582,10.2531,154110
FPT,20110811,9.9683,10.2531,9.8734,10.2531,641140
FPT,20110810,9.8733,10.1581,9.8733,9.9683,488660
FPT,20110809,9.8734,10.1582,9.7785,9.7784,424290
FPT,20110808,10.2531,10.4430,10.1582,10.1582,358070
FPT,20110805,10.4430,10.5379,10.4430,10.4430,111610
FPT,20110804,10.3480,10.7277,10.3480,10.5379,752230
FPT,20110803,10.1582,10.3481,10.0633,10.3480,120250
FPT,20110802,10.4430,10.5379,10.1582,10.1582,165510
FPT,20110801,10.8228,10.8228,10.4430,10.5379,551710
FPT,20110729,10.8227,11.0126,10.7278,10.9177,1074930
FPT,20110728,10.6329,10.8227,10.6329,10.8227,537770
FPT,20110727,10.1582,10.4430,10.0632,10.4430,425270
FPT,20110726,9.7784,10.0632,9.7784,9.9683,243710
FPT,20110725,9.6835,9.7784,9.5886,9.7784,142370
FPT,20110722,9.6835,9.7784,9.5886,9.6835,146550
FPT,20110721,9.7785,9.8734,9.5886,9.6835,158820
FPT,20110720,9.4746,9.8733,9.4746,9.8734,1366650
FPT,20110719,9.4177,9.4556,9.3607,9.4556,641960
FPT,20110718,9.3797,9.3797,9.3227,9.3797,8971
FPT,20110715,9.3987,9.3987,9.3037,9.3607,104220
FPT,20110714,9.4746,9.4936,9.3987,9.4746,109280
FPT,20110713,9.4936,9.4936,9.4177,9.4936,289890
FPT,20110712,9.3417,9.3797,9.2278,9.3607,292020
FPT,20110711,9.2088,9.3607,9.1329,9.2278,146840
FPT,20110708,8.8671,9.2848,8.8481,9.2088,174530
FPT,20110707,8.8670,8.9240,8.8290,8.8481,91950
FPT,20110706,8.7341,8.8670,8.7341,8.8670,98560
FPT,20110705,8.7341,8.9240,8.7151,8.7151,258620
FPT,20110704,8.8671,8.9240,8.7342,8.7341,338130
FPT,20110701,9.1139,9.2088,8.8481,8.8481,138900
FPT,20110630,9.1139,9.3038,9.0949,9.1139,124130
FPT,20110629,9.1898,9.3037,9.1328,9.1329,252190
FPT,20110628,9.2278,9.3037,9.2278,9.3037,83480
FPT,20110627,9.4936,9.4936,9.2278,9.2278,118410
FPT,20110624,9.4367,9.4937,9.3987,9.3987,153920
FPT,20110623,9.4937,9.5886,9.4367,9.4367,114290
FPT,20110622,9.4936,9.5885,9.4746,9.5886,154350
FPT,20110621,9.4746,9.5886,9.4177,9.4936,109460
FPT,20110620,9.4936,9.5885,9.3987,9.3987,98350
FPT,20110617,9.6835,9.7785,9.4937,9.4936,471410
FPT,20110616,9.3987,9.6835,9.3987,9.5886,69510
FPT,20110615,9.4936,9.5885,9.4746,9.4936,388950
FPT,20110614,9.4937,9.9683,9.4937,9.4936,236750
FPT,20110613,9.4937,9.5886,9.4937,9.5886,127810
FPT,20110610,9.6835,9.7784,9.5886,9.5886,126840
FPT,20110609,9.4936,9.6835,9.4936,9.6835,23780
FPT,20110608,10.2531,10.2531,9.6835,9.6835,267390
FPT,20110607,9.3227,9.8733,9.3227,9.8734,283800
FPT,20110606,9.4937,9.5886,9.4177,9.4936,274460
FPT,20110603,9.6834,9.6834,9.4366,9.5886,410090
FPT,20110602,9.2847,9.4556,9.2467,9.4556,342390
FPT,20110601,8.2594,9.0189,8.2594,9.0189,410760
FPT,20110531,8.6012,8.6012,8.5442,8.6012,122910
FPT,20110530,8.6962,8.6962,8.6012,8.6012,207990
FPT,20110527,9.0379,9.0379,8.6012,8.6582,329390
FPT,20110526,7.8418,8.6392,7.8418,8.6392,253150
FPT,20110525,8.2595,8.2785,8.2405,8.2405,311790
FPT,20110524,8.8291,8.8481,8.6582,8.6582,245690
